created_at,description,favourites_count,followers_count,friends_count,id,listed_count,location,name,profile_image_url,relationship,screen_name,source,statuses_count,url
Tue Jul 03 16:21:08 +0000 2012,"Official twitter page of Nepal's leading English daily! Follow us for the latest news, views and reviews. https://t.co/ZeK5qnJ5Rn",44,304589,103,625760052,556,Kathmandu,The Kathmandu Post,http://pbs.twimg.com/profile_images/665467018028711936/0xZ68kA9_normal.jpg,friend,kathmandupost,Asia_Foundation,48898,http://t.co/83LrI7hUfU
Sun Aug 14 11:33:00 +0000 2011,Official twitter feed for http://t.co/xMsIwusoRy - English news portal of Nepal Republic Media (Pvt.) Ltd. a leading media house.,13,214302,75,354838265,506,"Kathmandu, Nepal",myRepública,http://pbs.twimg.com/profile_images/481276631290368000/7ZmMumpd_normal.png,friend,RepublicaNepal,Asia_Foundation,112427,http://t.co/xMsIwusoRy
Fri Dec 09 13:28:08 +0000 2011,"TechCamp is a Public Diplomacy initiative, hosted in the bureau of @IIPState at the @StateDept",252,1464,287,432504135,59,NA,TechCamp,http://pbs.twimg.com/profile_images/862211858027077632/pFqMvizC_normal.jpg,friend,TechCampGlobal,Asia_Foundation,2123,
Mon Dec 08 18:31:11 +0000 2008,"Reporting for @devex on #development out of the @UN and #NYC. Former freelancer with eye on impact - #health, #climate, #politics. #cuj14.",250,708,583,17968717,46,"New York City, USA",Amy Lieberman,http://pbs.twimg.com/profile_images/739585427917680641/1RcYUh_y_normal.jpg,friend,amylieberman,Asia_Foundation,614,
Wed May 14 02:32:31 +0000 2008,"The UC San Diego School of Global Policy and Strategy is a community dedicated to the advancement of knowledge through teaching, research and engagement.",2074,1945,808,14768168,140,"San Diego, CA",GPS UC San Diego,http://pbs.twimg.com/profile_images/598133244530282497/V1XuOYzj_normal.jpg,friend,GPS_UCSD,Asia_Foundation,8068,https://t.co/dMoyquxfqx
Thu Sep 12 07:04:56 +0000 2013,@UNinIndia is the official twitter account for the United Nations in India.,1079,61889,1123,1856588299,299,"New Delhi, India",United Nations India,http://pbs.twimg.com/profile_images/539094662468755457/v94nKWM9_normal.png,friend,UNinIndia,Asia_Foundation,4449,https://t.co/belHBUrMUK
Fri Jun 14 22:19:45 +0000 2013,"Principal Research Fellow / Head of IEDG @ODIdev ; Director of @EconTransform, Research Leader @degrp_growth",212,1018,320,1517760493,57,London,Dirk Willem te Velde,http://pbs.twimg.com/profile_images/344513261579384915/e1a88fc4afd5a639737bcd8917260e6d_normal.jpeg,friend,DWteVelde,Asia_Foundation,2698,http://t.co/G0GWux05hb
Wed Sep 05 15:54:32 +0000 2012,"We believe women are drivers of economic & social growth. We create research, tools & trainings to ensure more women are included in value chains & enterprise",681,818,729,804875257,38,United Kingdom,Value for Women,http://pbs.twimg.com/profile_images/831658880950079488/05QVH50j_normal.jpg,friend,ValueforWomen,Asia_Foundation,994,http://t.co/qJph5WyFtc
Fri Feb 01 14:51:45 +0000 2013,"Fellow, Brookings Institution & Harvard Law School. Senior Visiting Fellow, Centre for Int'l Law. Southeast Asia and Asia Pacific politics, law & security.",186,714,550,1139889444,29,"Washington, DC",Lynn Kuok,http://pbs.twimg.com/profile_images/646376982373117956/5q1A7si9_normal.jpg,friend,LynnKuok,Asia_Foundation,718,https://t.co/aen6JIBvMc
Mon Nov 24 09:32:30 +0000 2014,MEDA's Women's Economic Opportunities team is showing that women can rise above the social and cultural barriers that stand in the way of their economic success,279,410,490,2890500275,32,Canada,MEDA Women,http://pbs.twimg.com/profile_images/563758646769639425/oSkGhewf_normal.png,friend,meda_women,Asia_Foundation,815,https://t.co/C2EQFOxqUS
Mon Jun 11 13:55:52 +0000 2012,Creative Associates International is a global development company working to support people around the world to realize the positive change they seek.,487,2268,1399,605521200,108,NA,Creative,http://pbs.twimg.com/profile_images/421067497987526656/wIOhBWoX_normal.jpeg,friend,1977Creative,Asia_Foundation,3457,http://t.co/crDwbAEnTS
Mon Mar 14 14:35:02 +0000 2016,CEO @GrameenFdn,3,106,14,709387364653789184,24,"Washington, DC",Steve Hollingworth,http://pbs.twimg.com/profile_images/709392981938323456/voeo69tD_normal.jpg,friend,SHollingworthGF,Asia_Foundation,222,https://t.co/okCM2jaclF
Thu Dec 16 16:45:07 +0000 2010,"Providing economic analysis and advice from data to decision around the world: litigation consulting, int'l development, infrastructure, industry analysis",53,504,356,227358460,38,"US, UK, India",Nathan Associates,http://pbs.twimg.com/profile_images/782983011402932224/jDMRbUP8_normal.jpg,friend,Nathan_Inc,Asia_Foundation,1183,http://t.co/YThaXRfpq5
Thu Jan 15 20:39:07 +0000 2009,John F. Kennedy School of Government at Harvard is the global leader in educating and empowering individuals committed to public service.,1912,62279,200,19037859,1535,"Cambridge, MA, USA",HarvardKennedySchool,http://pbs.twimg.com/profile_images/859407493017067520/G2Rv86q1_normal.jpg,friend,Kennedy_School,Asia_Foundation,11108,http://t.co/k2W3vrnr9K
Wed Sep 01 20:58:07 +0000 2010,Championing press freedom. Covering global issues. A weekly public TV/radio show on international affairs.,148,2094,755,185787165,100,"Columbia, Missouri, U.S.A.",Global Journalist,http://pbs.twimg.com/profile_images/465961045765263360/0QOn5OYB_normal.png,friend,globaljourn,Asia_Foundation,3255,http://t.co/9uQyLKjAh0
Tue Apr 01 23:59:50 +0000 2014,"The @WorldBank initiative to support civil society, and public and private sectors to work together to solve critical governance challenges. #socialacc",221,1455,472,2422843933,77,Washington D.C. ,GPSA,http://pbs.twimg.com/profile_images/744907257545121792/T96WQ1kG_normal.jpg,friend,GPSA_org,Asia_Foundation,1138,http://t.co/Igz4tEK5k7
Wed May 21 19:06:14 +0000 2014,High Commission of Canada to Sri Lanka and Maldives - Français @HCCanSriLanka https://t.co/G4YumVZMDf,2451,3874,913,2513402306,86,"Colombo, Sri Lanka",Canada in Sri Lanka,http://pbs.twimg.com/profile_images/555813394339467265/swmrESLv_normal.jpeg,friend,CanHCSriLanka,Asia_Foundation,4039,https://t.co/uupTV5uRRQ
Fri Sep 17 16:03:00 +0000 2010,"Promoting Inclusive Markets & Financial Systems. Follow for latest thoughts, events, inspiration in #enterprisedevelopment #FinancialInclusion  & #microfinance",852,6475,834,191878792,303,"Washington, DC",The SEEP Network,http://pbs.twimg.com/profile_images/738020988386873344/kEK23VUx_normal.jpg,friend,TheSEEPNetwork,Asia_Foundation,8021,http://t.co/spGY3DfLgI
Thu Jul 23 19:18:40 +0000 2009,Plan International advances children’s rights and equality for girls around the world. Join us: https://t.co/ejV3cbvNXK,10761,64272,9697,59560250,1207,International Headquarters,Plan International,http://pbs.twimg.com/profile_images/669815781094477824/4bVdt6Jl_normal.jpg,friend,PlanGlobal,Asia_Foundation,17446,http://t.co/iaf4DIp8xy
Wed Nov 07 20:29:39 +0000 2012,"The official account of @Scholastic Education, supporting educators, school leaders and anyone passionate about literacy and learning.",72,1967,1323,932883583,113,United States,Scholastic Education,http://pbs.twimg.com/profile_images/847468078829096960/P_oVyzzC_normal.jpg,friend,ScholasticEd,Asia_Foundation,3627,https://t.co/4K13zSZy4r
Thu Sep 18 09:09:16 +0000 2014,Justice sector reform specialist and women's empowerment enthusiast. Die hard foodie. Tweets are all personal.,261,328,169,2816709721,20,NA,Diya Nag,http://pbs.twimg.com/profile_images/633943727224975360/wGpGOTzz_normal.jpg,friend,saysdiyanag,Asia_Foundation,2688,
Mon Mar 07 09:57:54 +0000 2016,Program Selamatkan Hutan dan Lahan Melalui Perbaikan Tata Kelola (SETAPAK) di Indonesia  #AksiSetapak,120,345,77,706780906682322944,1,Indonesia,Aksi SETAPAK,http://pbs.twimg.com/profile_images/789009854597767168/U1FVL1pp_normal.jpg,friend,AksiSETAPAK,Asia_Foundation,1882,https://t.co/jBvY1MPRBH
Thu Feb 26 15:48:09 +0000 2009,"East Timor & Indonesia Action Network: 
fearless advocates for rights justice democracy @westpapuanews @actindonesia @TimorNews Support: http://t.co/wVK2505GoX.",513,5321,5837,22023131,154,"Brooklyn, NY USA",ETAN,http://pbs.twimg.com/profile_images/502814281163747329/iiywxOoq_normal.png,friend,etan009,Asia_Foundation,8129,http://t.co/PbzoXfEokR
Fri Mar 27 22:10:49 +0000 2009,"Partnerships for International Strategies in Asia, housed in the Sigur Center at the Elliott School, seeks creative responses to global concerns.",254,229,206,27111000,24,"Washington, DC",PISA,http://pbs.twimg.com/profile_images/826841306714533890/_rDDndC-_normal.jpg,friend,PISAtweet,Asia_Foundation,853,http://t.co/Oe5wdLRvuN
Fri Apr 08 11:25:29 +0000 2016,"WomenPowerConnect is a national level NGO working towards women empowerment, violence against women, sexual harassment at workplace, gender equality, etc.",78,99,245,718399361130958848,0,"New Delhi, India",WomenPowerConnect,http://pbs.twimg.com/profile_images/723019217612726272/UaXpu_Xf_normal.jpg,friend,wpc_network,Asia_Foundation,141,https://t.co/mGRIscqmUv
Fri May 28 00:59:16 +0000 2010,"Innovation Specialist @Asia_Foundation. Tweets on #innovation, #development, #publicpolicy #reform and life in #timorleste. Tweets are my own",132,180,357,148944001,3,"Dili, Timor-Leste",Gobie Rajalingam,http://pbs.twimg.com/profile_images/749796213952688128/NDj4upNa_normal.jpg,friend,Gobie_,Asia_Foundation,129,https://t.co/vypQFVrplu
Mon Jul 25 06:21:28 +0000 2011,NA,56,130,229,341943558,2,NA,Sofia Shakil,http://pbs.twimg.com/profile_images/506334024160137217/oEZ7sqt2_normal.jpeg,friend,SofiaShakil,Asia_Foundation,135,
Sun Jan 29 08:46:56 +0000 2017,"Governance Adviser @CARE. Political economy, accountability and social protection bookworm.",29,50,83,825626266317549568,0,"London, England",Tom Aston,http://pbs.twimg.com/profile_images/825629618325569538/-I1-ub37_normal.jpg,friend,traffyaston,Asia_Foundation,66,
Mon Aug 10 13:43:28 +0000 2009,Smart Axiata- The Mobile Phone Operator in Cambodia,0,1079,39,64405834,10,Cambodia,SmartAxiata,http://pbs.twimg.com/profile_images/3314176427/a7208c52b189c30f99715d8bd46af149_normal.jpeg,friend,SmartAxiata,Asia_Foundation,6396,http://t.co/4NIjZfLQY4
Wed Aug 15 06:40:45 +0000 2007,"SBS World News - bringing you the global & national news that matters. Watch SBS 6.30pm nightly and 10.30pm Mon-Fri, listen @SBSRadio at 6pm.",190,275702,929,8197942,3316,Australia,SBS News,http://pbs.twimg.com/profile_images/693965193869590529/yynghoyu_normal.png,friend,SBSNews,Asia_Foundation,107184,http://t.co/TgoRBaZVJc
Fri Mar 10 03:48:38 +0000 2017,"C-founder and CEO, Impact Hub Phnom Penh",6,37,131,840046714694201344,1,Cambodia,Alberto,http://pbs.twimg.com/profile_images/840069491555950593/MAno8iq-_normal.jpg,friend,AlbertoCremo,Asia_Foundation,24,https://t.co/G0W3bwwVXc
Wed Sep 05 22:02:11 +0000 2012,Institute for South Asia Studies (ISAS) at UC Berkeley is one of the world's leading institutes for research and programs on South Asia.,66,822,177,805482121,19,"10 Stephens Hall, Berkeley, CA",Berkeley South Asia,http://pbs.twimg.com/profile_images/497445634698276864/MzOekDSg_normal.jpeg,friend,ISASatBerkeley,Asia_Foundation,1140,http://t.co/HYFY1Pew34
Thu Apr 30 15:28:35 +0000 2009,"We believe in the power of entrepreneurship to lift people out of poverty. Making a difference thru agriculture, sanitation and clean water. #GenerationPossible",383,6910,3736,36688694,428,Global,iDE,http://pbs.twimg.com/profile_images/672134152762839040/X8SZPDMe_normal.jpg,friend,iDEorg,Asia_Foundation,6239,https://t.co/TcqfM3e2Lj
Tue Mar 07 18:39:22 +0000 2017,Enhances US engagement and dialogue with the Asia-Pacific region through @EastWestCenter programs & @AsiaMattersEWC initiative. RT do not = endorsements.,69,177,145,839183709312008192,3,"Washington, DC",EWC in Washington,http://pbs.twimg.com/profile_images/840199946343198723/H9VRbBL9_normal.jpg,friend,EWCinWashington,Asia_Foundation,283,https://t.co/xf3aVWVGq1
Thu Nov 04 19:57:47 +0000 2010,The Johns Hopkins Center for Communication Programs uses strategic communication to inspire social and #BehaviorChange and improve #GlobalHealth.,2995,5687,1912,211972989,276,"Baltimore, MD",Johns Hopkins CCP,http://pbs.twimg.com/profile_images/533649992754270209/z1g7Ob1Y_normal.png,friend,JohnsHopkinsCCP,Asia_Foundation,7006,http://t.co/ZNDqb8g37S
Mon Aug 22 16:08:25 +0000 2011,Girls Not Brides is a global partnership of 700+ organisations committed to ending child marriage & enabling girls to fulfil their potential. #EndChildMarriage,782,74734,681,360046324,1083,NA,Girls Not Brides,http://pbs.twimg.com/profile_images/752782027448020993/txV3-cFF_normal.jpg,friend,GirlsNotBrides,Asia_Foundation,13494,http://t.co/f55GPQFPwC
Tue May 03 19:07:07 +0000 2016,"International gender equality and women's empowerment advocate, international development, world traveler, awesome cook, concert goer, dance party enthusiast",990,244,298,727575230516973573,23,"Washington, DC",Lis Meyers,http://pbs.twimg.com/profile_images/727575971222724608/NA1GEZZW_normal.jpg,friend,LisMeyers,Asia_Foundation,1391,
Fri Apr 17 02:06:26 +0000 2009,"International Health Physician with extreme wanderlust! Experience working in resource limited settings in Guyana, the US & South Africa.",832,469,742,32254474,33,Solve Heisenberg there I am!,i.am.pam,http://pbs.twimg.com/profile_images/490825463149780993/Hnat36Zx_normal.jpeg,friend,aishalton,Asia_Foundation,15163,
Thu Jan 07 20:54:58 +0000 2010,"@Devex associate editor. Cover all things #globaldev w/ focus on gender, innovation & aid worker life. Professional wanderer with @RemoteYear. Views = my own.",60,1307,441,102788157,59,Argentina,Kelli Rogers,http://pbs.twimg.com/profile_images/3380531967/06e9a83c7d491da9d7773e8c6948eb32_normal.jpeg,friend,KelliErin,Asia_Foundation,747,https://t.co/MbrCutyc3v
Mon Jan 10 03:23:03 +0000 2011,S. Rajaratnam School of International Studies | A graduate school of Nanyang Technological University,0,2172,379,236231683,103,Singapore,RSIS,http://pbs.twimg.com/profile_images/770084381570588680/KgUd2_il_normal.jpg,friend,RSIS_NTU,Asia_Foundation,2105,http://t.co/UTLcE7ftR0
Wed Oct 22 12:46:14 +0000 2014,Think we should be doing more to help people from across Africa and Yemen who are in famine? Sign our petition to @JulieBishopMP to increase our #AustralianAid,3731,3744,3565,2870949157,47,Australia,Australian Aid,http://pbs.twimg.com/profile_images/525101846575079426/P1aR12qo_normal.jpeg,friend,campaignforaid,Asia_Foundation,2092,https://t.co/qS9egF5NRc
Tue Jan 12 14:23:46 +0000 2016,"Carnegie India produces high-quality research about critical national, regional, and global issues. Part of the @CarnegieEndow. RT ≠ endorsement.",17,4516,152,4784854155,83,"New Delhi, India",Carnegie India,http://pbs.twimg.com/profile_images/696774390080544768/sl6izDoo_normal.jpg,friend,CarnegieIndia,Asia_Foundation,2153,https://t.co/YllemM8eze
Thu Dec 03 10:47:14 +0000 2015,"@EU_H2020-funded programme 653227 led by @BristolUni analysing the EU's conflict prevention & peacebuilding. RT≠END. Views are authors' own, not @EU_Commission.",153,300,313,4360466837,6,European Union,EU-CIVCAP,http://pbs.twimg.com/profile_images/689445462693163008/Dj_kKakE_normal.jpg,friend,eucivcap,Asia_Foundation,195,https://t.co/ylSh3VMIdc
Mon Feb 28 04:40:38 +0000 2011,"Data journalist - @Devex formerly News Corp Australia and mgr of https://t.co/NRHRycbQg6. Tweets on development & aid, geospatial, open data, data journalism.",787,1513,1207,258646283,146,Australia,Lisa Cornish,http://pbs.twimg.com/profile_images/805762235263922176/cjsa7Rip_normal.jpg,friend,lisa_cornish,Asia_Foundation,4806,
Sun Apr 25 06:21:47 +0000 2010,NA,50,425,110,136898936,13,NA,Stephen Howes,http://pbs.twimg.com/profile_images/722761590638903300/5kDtyyYf_normal.jpg,friend,stephenrhowes,Asia_Foundation,218,
Tue Jan 08 11:01:38 +0000 2013,"Chief Executive @aidtransparency. Usually in London. Interested in data, development and cycling.",0,1170,911,1070597580,82,"London, UK",Rupert Simons,http://pbs.twimg.com/profile_images/712949996140826628/KHyFGjjA_normal.jpg,friend,RupertSimons,Asia_Foundation,3298,http://t.co/uqvnFbjYO2
Tue Jun 30 15:48:08 +0000 2009,"Forbes Asia is the world's largest business news publication for executives, entrepreneurs and professionals across Asia.",128,16982,798,52429763,612,Asia,Forbes Asia,http://pbs.twimg.com/profile_images/640821821873373184/Z0Qm43kS_normal.jpg,friend,ForbesAsia,Asia_Foundation,21313,http://t.co/OjNbL1KZwC
Sat Jan 21 10:00:36 +0000 2012,"We are the EU civil protection and humanitarian aid operations. Our mission is to help save lives in crises, emergencies and disasters.",14839,49053,3925,470099591,1174,Brussels and Worldwide,EU Humanitarian Aid,http://pbs.twimg.com/profile_images/833679961764589568/PB9v1omh_normal.jpg,friend,eu_echo,Asia_Foundation,26699,https://t.co/uAjWm03blp
Mon Dec 10 06:55:50 +0000 2012,"Embassy of Canada to Mongolia Français @CanadaMongolie https://t.co/G4YumVIbLH
https://t.co/006AnMDrdo",201,2207,369,1001110069,38,"Ulaanbaatar, Mongolia",Canada in Mongolia,http://pbs.twimg.com/profile_images/504655024626995201/tMTSWkFF_normal.jpeg,friend,CanadaMongolia,Asia_Foundation,737,http://t.co/63vwxKbq
Sun Mar 22 05:34:44 +0000 2015,"Aspiring anthropologist, now hunting & gathering all things #globalhealth, #globaldev, Pacific, SSAfrica | Research Officer @Devpolicy (but tweets are my own)",289,435,953,3102674935,0,"Canberra, Australia",Camilla Burkot,http://pbs.twimg.com/profile_images/579517918116851713/BZuzVapk_normal.jpg,friend,CamillaBurkot,Asia_Foundation,891,
Sat Sep 01 06:36:39 +0000 2012,Latest news from the @EUinAfghanistan. Follow Ambassador Franz-Michael Mellbin on @AmbMellbin and the European External Action Service on @eu_eeas.,224,11054,498,795483650,137,Afghanistan,EUinAfghanistan,http://pbs.twimg.com/profile_images/2564841891/Profile_pic_normal.JPG,friend,EUinAfghanistan,Asia_Foundation,2156,http://t.co/RCkHEshWXn
Thu Jan 29 17:40:02 +0000 2009,We're @EU_Commission 🇪🇺 department 4 Intl Cooperation & Development. Mission? Eradicate poverty & achieve sustainable development worldwide 🌍. #EUDev #GlobalDev,10715,36922,2092,19722343,878,Worldwide ,EuropeAid,http://pbs.twimg.com/profile_images/698095700970708992/85qNMit5_normal.png,friend,europeaid,Asia_Foundation,10508,https://t.co/H0HIiGM5Bh
Mon Sep 27 12:23:24 +0000 2010,"UWC makes education a force to unite people, nations and cultures for peace and a sustainable future.",1625,9262,942,195719276,135,Worldwide,UWC International,http://pbs.twimg.com/profile_images/378800000546769110/1bf8d8c721bb56c49214296d93ed32c6_normal.jpeg,friend,UWC_IO,Asia_Foundation,3728,https://t.co/BBhVjhmmTu
Sun Apr 12 01:14:54 +0000 2009,"Tell us what you want to do for the ocean, and we'll take care of the rest!",1481,37312,1311,30568788,583,Washington DC,The Ocean Foundation,http://pbs.twimg.com/profile_images/841293539602489344/u24yIpoa_normal.jpg,friend,oceanfdn,Asia_Foundation,6088,http://t.co/gfzBFec2a3
Mon Jan 12 04:01:42 +0000 2009,"Squire Patton Boggs is a full service global law firm providing insight at the point where law, business and government meet.",2268,8843,2476,18890707,340,NA,Squire Patton Boggs,http://pbs.twimg.com/profile_images/472773868990373888/sZxvqayx_normal.jpeg,friend,SPB_Global,Asia_Foundation,5665,http://t.co/gRnNi1qD0e
Sat Aug 15 14:21:50 +0000 2009,"Tokyo bureau chief for the @WashingtonPost, focusing on Japan and the Koreas. 🥝",5183,41261,1240,65905779,1285,anna.fifield@washpost.com,Anna Fifield,http://pbs.twimg.com/profile_images/691449618329006080/ZtSbU6cz_normal.jpg,friend,annafifield,Asia_Foundation,15315,https://t.co/PBr6lJF8tO
Sun Jan 30 18:26:45 +0000 2011,"Senior Fellow Center for Global Development, columnist Businessweek and Foreign Policy, author Getting Better & The Upside of Down",5552,15386,363,245031486,386,Washington DC,Charles Kenny,http://pbs.twimg.com/profile_images/1230131903/charlesphoto_normal.gif,friend,charlesjkenny,Asia_Foundation,16363,http://t.co/OVPiz7UbY9
Tue May 05 06:48:23 +0000 2009,Breaking news from the online site of Singapore's most widely read newspaper,35,906079,109,37874853,5538,Singapore,The Straits Times,http://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,friend,STcom,Asia_Foundation,252187,http://t.co/7447yWAzRb
Fri Oct 10 20:35:53 +0000 2008,"Mercy Corps is a global humanitarian organization empowering people to recover from crisis, build better lives and transform their communities for good.",4461,232308,833,16688755,1855,"Portland, OR",Mercy Corps,http://pbs.twimg.com/profile_images/689532892448292864/W9sK6rEp_normal.jpg,friend,mercycorps,Asia_Foundation,9846,http://t.co/ic8XqSpwkc
Wed Sep 10 18:34:01 +0000 2014,We provide advisory services to expand the international presence and effectiveness of our business and not-for-profit clients,119,77,218,2802248186,5,NA,Abigail Friedman,http://pbs.twimg.com/profile_images/693921295826755589/aVtRNVzG_normal.jpg,friend,TheWisteriaGrp,Asia_Foundation,223,https://t.co/OGTevlEcJ5
Thu Feb 24 06:22:46 +0000 2011,"Journalist/Writer; Editor-in-Chief of @kantipurdaily; author of #Prayogshala (#प्रयोगशाला); edited a book on #NepalArmy; tweets are my own, RTs ≠ endorsements",2064,168371,476,256859727,206,"Lalitpur, NEPAL",SUDHEER SHARMA,http://pbs.twimg.com/profile_images/802534861021921280/75Icxo8r_normal.jpg,friend,sudheerktm,Asia_Foundation,7548,https://t.co/EiVMk7yOuq
Wed Jan 15 20:02:36 +0000 2014,"The Obama Foundation is a living, working start-up for citizenship — an ongoing project for us to shape, together, what it means to be a good citizen.",65,429717,85,2293315159,1893,NA,The Obama Foundation,http://pbs.twimg.com/profile_images/822253020012511233/C0HXLxod_normal.jpg,friend,ObamaFoundation,Asia_Foundation,515,https://t.co/0UVvR5L6vm
Sun Oct 09 16:44:20 +0000 2016,Public policy and development in the morning. Broadway and geeking out at night.,3241,357,1628,785158969614487552,16,In a galaxy far far away,Czarina Medina-Guce,http://pbs.twimg.com/profile_images/832960621918318593/ro9WiiFM_normal.jpg,friend,czarmedinaguce,Asia_Foundation,1676,https://t.co/vmEnj3ExuY
Mon Aug 03 12:01:57 +0000 2009,Mama Cash is the oldest international women's fund. She supports pioneering & innovative women's rights initiatives around the world.,3085,12119,2198,62498360,359,Amsterdam,Mama Cash,http://pbs.twimg.com/profile_images/831422778171596800/ZN0wuUZV_normal.jpg,friend,mamacash,Asia_Foundation,9289,https://t.co/LfGq3jyp89
Wed Apr 17 16:51:55 +0000 2013,ESCAP-SSWA Office promotes regional cooperation for inclusive and sustainable development in South and South-West Asia,3,158,168,1359870320,23,"New Delhi, INDIA",UNESCAP SSWA,http://pbs.twimg.com/profile_images/3567834979/7d46d5a56841bd47f0789463f63a1a8f_normal.jpeg,friend,SSWA_UNESCAP,Asia_Foundation,1111,http://t.co/IRN0WpuKpg
Tue Dec 20 15:20:01 +0000 2016,Official Twitter account of Secretary-General of the @UN António Guterres.,0,84466,174,811229675758505984,754,NA,António Guterres,http://pbs.twimg.com/profile_images/815358035505905664/snuVhCJS_normal.jpg,friend,antonioguterres,Asia_Foundation,63,https://t.co/7Qm2scMNX8
Mon Apr 20 14:51:05 +0000 2009,#ModernCentury aims to discover the modern buildings that matter most to people around the world. Post your own sites and vote for your favorite!,1929,24771,1254,33535429,487,"New York, NY",World Monuments Fund,http://pbs.twimg.com/profile_images/692021251649306625/WTPDpgNS_normal.jpg,friend,WorldMonuments,Asia_Foundation,4433,https://t.co/KqCmHuhIPe
Wed May 25 20:12:15 +0000 2011,"Director, Program on International Institutions & Global Governance @CFR_org. Tweeting on transnational challenges. Follows/RTs ≠ endorsements. Opinions my own.",103,1513,274,305194390,58,"Washington, DC",Stewart M. Patrick,http://pbs.twimg.com/profile_images/461149457296265216/FRdOFerH_normal.jpeg,friend,StewartMPatrick,Asia_Foundation,339,http://t.co/Admz7Jl9gf
Tue Nov 11 11:19:23 +0000 2014,"Run by the @webfoundation, we are innovating with open data for social change - working with partners all over the Southeast Asia region.",239,1290,346,2872156241,106,"Jakarta, Indonesia",Open Data Lab JKT,http://pbs.twimg.com/profile_images/537174910699720704/A0Qw72o2_normal.jpeg,friend,ODLabJkt,Asia_Foundation,1184,http://t.co/kj5CVBO0o1
Thu Jul 14 21:45:33 +0000 2016,Public Affairs Officer at US Embassy to Sri Lanka (@USEmbSL) and Maldives.  Views expressed are strictly my own.,299,233,206,753707028812599301,9,"Colombo, Sri Lanka",Jim Russo,http://pbs.twimg.com/profile_images/799959759650594817/MLNs-5Bz_normal.jpg,friend,JRussoPAO,Asia_Foundation,711,https://t.co/TBPLWN4h6D
Wed Feb 11 11:24:01 +0000 2009,"Official Bangkok Post Twitter account, which you can get updated news related to Thailand.",9,99388,37,20583561,2083,Thailand,Bangkok Post,http://pbs.twimg.com/profile_images/786539585366994946/x5XtOqIw_normal.jpg,friend,BangkokPostNews,Asia_Foundation,89812,https://t.co/qJeDAlt41q
Thu Jan 22 10:34:06 +0000 2015,"Ambassador to the Kingdom of Cambodia. For consular services, please check the Smartraveller website: https://t.co/qViiRgRdK7",173,1346,182,2992249532,36,"Phnom Penh, Cambodia",Angela Corcoran,http://pbs.twimg.com/profile_images/774062016323518464/04RJjoOA_normal.jpg,friend,AusEmbPP,Asia_Foundation,884,https://t.co/FIBRxMtXQ9
Sat Jun 01 18:30:43 +0000 2013,Int'l network of #CSOs: Intersectional feminist approach 2engaging boys/men #masculinities #GenderEquality #WomenRights #GBV #SRHR #unpaidcare #WPS #HumanRights,3169,4581,898,1475367342,164,Worldwide,MenEngage Alliance,http://pbs.twimg.com/profile_images/809820452025679872/kwv0fkZ-_normal.jpg,friend,MenEngage,Asia_Foundation,4874,https://t.co/zTfYW3gxsI
Thu Jul 19 14:16:30 +0000 2012,"MenCare – A Global Fatherhood Campaign – Promotes men as equitable, involved and non-violent fathers and caregivers through media, programs and advocacy.",2320,4888,1043,705148490,167,35+ Countries & Counting,MenCare Campaign,http://pbs.twimg.com/profile_images/3540050379/44845845b03c8d943d53079aa5d98c3b_normal.png,friend,MenCareGlobal,Asia_Foundation,6264,http://t.co/XHKphSNPRY
Thu Mar 06 03:47:01 +0000 2008,"A Christian humanitarian, development and advocacy organisation dedicated to working with children, families and communities to overcome poverty and injustice.",977,1082761,40654,14086764,5066,"London, England",World Vision,http://pbs.twimg.com/profile_images/849961244157018113/Ql2fn_3h_normal.jpg,friend,WorldVision,Asia_Foundation,5168,http://t.co/4LfXi3hybJ
Fri Dec 13 01:06:10 +0000 2013,"SEAsian politics & security: insurgencies, terrorism, governance, HR, & SCS. Prof at National War College. Dog & beer lover. Cyclist. Views mine not DOD/NWC.",519,2113,309,2243152405,123,"Washington DC, Warren VT & SEAsia",Zachary Abuza,http://pbs.twimg.com/profile_images/715148722846482432/z34Y5j1H_normal.jpg,friend,ZachAbuza,Asia_Foundation,5794,https://t.co/6nls45dg3T
Fri Mar 05 05:43:22 +0000 2010,International Day of People with Disability (IDPwD) celebrates the achievements and contributions of people with disability - http://t.co/CxxGXqht,637,5234,1675,120004105,142,NA,IDPwD,http://pbs.twimg.com/profile_images/2879956141/34072b6b1b7adc8a76e2a48b904307f5_normal.jpeg,friend,IDPwD,Asia_Foundation,1727,http://t.co/ynK6BbRSQd
Fri Aug 12 14:06:47 +0000 2016,NA,0,3126,204,764100824423362562,88,"Cape Town, South Africa",UN World Data Forum,http://pbs.twimg.com/profile_images/778622006489190400/0xfZ0Qg0_normal.jpg,friend,UNDataForum,Asia_Foundation,609,https://t.co/Xkq3N8IuuW
Tue Jul 07 08:42:57 +0000 2015,The official Bloomberg TV Philippines Twitter page. Your source of up-to-the-minute news and information to push your business forward.,673,2444,363,3270813926,79,Republic of the Philippines,BloombergTVPh,http://pbs.twimg.com/profile_images/805671666281893889/_KvSLAWN_normal.jpg,friend,bloombergtvph,Asia_Foundation,14433,https://t.co/Ed9IjhOk4H
